Date,Day week,Holiday,Power (kW) [Y],Temperature (C) [X],Power-1,Hour,HDH
2016-01-15 13:00:00,6.0,0.0,2086.0,13.8,2181.0,13,2.1999999999999993
2016-01-15 14:00:00,6.0,0.0,2159.0,14.4,2086.0,14,1.5999999999999996
2016-01-15 15:00:00,6.0,0.0,2139.0,14.5,2159.0,15,1.5
2016-01-15 16:00:00,6.0,0.0,2134.0,14.1,2139.0,16,1.9000000000000004
2016-01-15 17:00:00,6.0,0.0,1940.0,13.1,2134.0,17,2.9000000000000004
2016-01-15 18:00:00,6.0,0.0,1664.0,11.4,1940.0,18,4.6
2016-01-15 19:00:00,6.0,0.0,1404.0,10.8,1664.0,19,5.199999999999999
2016-01-15 20:00:00,6.0,0.0,1139.0,10.5,1404.0,20,5.5
2016-01-15 21:00:00,6.0,0.0,1004.0,10.5,1139.0,21,5.5
2016-01-15 22:00:00,6.0,0.0,924.0,10.3,1004.0,22,5.699999999999999
2016-01-15 23:00:00,6.0,0.0,863.0,9.6,924.0,23,6.4
2016-01-16 00:00:00,7.0,0.0,820.0,8.9,863.0,0,7.1
2016-01-16 01:00:00,7.0,0.0,824.0,7.8,820.0,1,8.2
2016-01-16 02:00:00,7.0,0.0,808.0,7.4,824.0,2,8.6
2016-01-16 03:00:00,7.0,0.0,786.0,7.3,808.0,3,8.7
2016-01-16 04:00:00,7.0,0.0,785.0,7.1,786.0,4,8.9
2016-01-16 05:00:00,7.0,0.0,769.0,6.6,785.0,5,9.4
2016-01-16 06:00:00,7.0,0.0,760.0,6.2,769.0,6,9.8
2016-01-16 07:00:00,7.0,0.0,887.0,5.9,760.0,7,10.1
2016-01-16 08:00:00,7.0,0.0,945.0,6.1,887.0,8,9.9
2016-01-16 09:00:00,7.0,0.0,965.0,6.7,945.0,9,9.3
2016-01-16 10:00:00,7.0,0.0,969.0,7.4,965.0,10,8.6
2016-01-16 11:00:00,7.0,0.0,1015.0,8.7,969.0,11,7.300000000000001
2016-01-16 12:00:00,7.0,0.0,1009.0,10.5,1015.0,12,5.5
2016-01-16 13:00:00,7.0,0.0,993.0,11.3,1009.0,13,4.699999999999999
2016-01-16 14:00:00,7.0,0.0,985.0,12.7,993.0,14,3.3000000000000007
2016-01-16 15:00:00,7.0,0.0,925.0,13.5,985.0,15,2.5
2016-01-16 16:00:00,7.0,0.0,941.0,13.3,925.0,16,2.6999999999999993
2016-01-16 17:00:00,7.0,0.0,955.0,12.3,941.0,17,3.6999999999999993
2016-01-16 18:00:00,7.0,0.0,953.0,11.7,955.0,18,4.300000000000001
2016-01-16 19:00:00,7.0,0.0,881.0,10.9,953.0,19,5.1
2016-01-16 20:00:00,7.0,0.0,860.0,10.3,881.0,20,5.699999999999999
2016-01-16 21:00:00,7.0,0.0,802.0,9.8,860.0,21,6.199999999999999
2016-01-16 22:00:00,7.0,0.0,797.0,9.5,802.0,22,6.5
2016-01-16 23:00:00,7.0,0.0,785.0,8.9,797.0,23,7.1
2016-01-17 00:00:00,1.0,0.0,784.0,8.0,785.0,0,8.0
2016-01-17 01:00:00,1.0,0.0,773.0,7.2,784.0,1,8.8
2016-01-17 02:00:00,1.0,0.0,774.0,6.7,773.0,2,9.3
2016-01-17 03:00:00,1.0,0.0,751.0,6.0,774.0,3,10.0
2016-01-17 04:00:00,1.0,0.0,737.0,5.6,751.0,4,10.4
2016-01-17 05:00:00,1.0,0.0,745.0,5.8,737.0,5,10.2
2016-01-17 06:00:00,1.0,0.0,727.0,6.0,745.0,6,10.0
2016-01-17 07:00:00,1.0,0.0,730.0,5.9,727.0,7,10.1
2016-01-17 08:00:00,1.0,0.0,724.0,5.7,730.0,8,10.3
2016-01-17 09:00:00,1.0,0.0,712.0,6.2,724.0,9,9.8
2016-01-17 10:00:00,1.0,0.0,721.0,6.9,712.0,10,9.1
2016-01-17 11:00:00,1.0,0.0,736.0,7.9,721.0,11,8.1
2016-01-17 12:00:00,1.0,0.0,729.0,9.3,736.0,12,6.699999999999999
2016-01-17 13:00:00,1.0,0.0,733.0,9.7,729.0,13,6.300000000000001
2016-01-17 14:00:00,1.0,0.0,764.0,8.4,733.0,14,7.6
2016-01-17 15:00:00,1.0,0.0,793.0,8.2,764.0,15,7.800000000000001
2016-01-17 16:00:00,1.0,0.0,802.0,8.9,793.0,16,7.1
2016-01-17 17:00:00,1.0,0.0,824.0,8.8,802.0,17,7.199999999999999
2016-01-17 18:00:00,1.0,0.0,821.0,8.7,824.0,18,7.300000000000001
2016-01-17 19:00:00,1.0,0.0,840.0,8.9,821.0,19,7.1
2016-01-17 20:00:00,1.0,0.0,807.0,9.2,840.0,20,6.800000000000001
2016-01-17 21:00:00,1.0,0.0,798.0,9.5,807.0,21,6.5
2016-01-17 22:00:00,1.0,0.0,791.0,9.7,798.0,22,6.300000000000001
2016-01-17 23:00:00,1.0,0.0,789.0,9.7,791.0,23,6.300000000000001
2016-01-18 00:00:00,2.0,0.0,795.0,9.7,789.0,0,6.300000000000001
2016-01-18 01:00:00,2.0,0.0,513.0,9.9,795.0,1,6.1
2016-01-18 02:00:00,2.0,0.0,792.0,10.0,513.0,2,6.0
2016-01-18 03:00:00,2.0,0.0,776.0,11.0,792.0,3,5.0
2016-01-18 04:00:00,2.0,0.0,769.0,10.6,776.0,4,5.4
2016-01-18 05:00:00,2.0,0.0,780.0,12.3,769.0,5,3.6999999999999993
2016-01-18 06:00:00,2.0,0.0,811.0,12.0,780.0,6,4.0
2016-01-18 07:00:00,2.0,0.0,1115.0,11.8,811.0,7,4.199999999999999
2016-01-18 08:00:00,2.0,0.0,1514.0,12.1,1115.0,8,3.9000000000000004
2016-01-18 09:00:00,2.0,0.0,1987.0,13.1,1514.0,9,2.9000000000000004
2016-01-18 10:00:00,2.0,0.0,2261.0,13.3,1987.0,10,2.6999999999999993
2016-01-18 11:00:00,2.0,0.0,2361.0,13.9,2261.0,11,2.0999999999999996
2016-01-18 12:00:00,2.0,0.0,2337.0,14.6,2361.0,12,1.4000000000000004
2016-01-18 13:00:00,2.0,0.0,2248.0,14.8,2337.0,13,1.1999999999999993
2016-01-18 14:00:00,2.0,0.0,2308.0,14.5,2248.0,14,1.5
2016-01-18 15:00:00,2.0,0.0,2368.0,14.2,2308.0,15,1.8000000000000007
2016-01-18 16:00:00,2.0,0.0,2341.0,14.1,2368.0,16,1.9000000000000004
2016-01-18 17:00:00,2.0,0.0,2154.0,13.1,2341.0,17,2.9000000000000004
2016-01-18 18:00:00,2.0,0.0,1806.0,12.9,2154.0,18,3.0999999999999996
2016-01-18 19:00:00,2.0,0.0,1488.0,12.7,1806.0,19,3.3000000000000007
2016-01-18 20:00:00,2.0,0.0,1192.0,12.4,1488.0,20,3.5999999999999996
2016-01-18 21:00:00,2.0,0.0,1054.0,12.2,1192.0,21,3.8000000000000007
2016-01-18 22:00:00,2.0,0.0,976.0,12.2,1054.0,22,3.8000000000000007
2016-01-18 23:00:00,2.0,0.0,929.0,12.2,976.0,23,3.8000000000000007
2016-01-19 00:00:00,3.0,0.0,899.0,11.9,929.0,0,4.1
2016-01-19 01:00:00,3.0,0.0,886.0,11.9,899.0,1,4.1
2016-01-19 02:00:00,3.0,0.0,880.0,11.7,886.0,2,4.300000000000001
2016-01-19 03:00:00,3.0,0.0,860.0,11.6,880.0,3,4.4
2016-01-19 04:00:00,3.0,0.0,863.0,11.2,860.0,4,4.800000000000001
2016-01-19 05:00:00,3.0,0.0,859.0,10.9,863.0,5,5.1
2016-01-19 06:00:00,3.0,0.0,901.0,10.8,859.0,6,5.199999999999999
2016-01-19 07:00:00,3.0,0.0,1154.0,10.8,901.0,7,5.199999999999999
2016-01-19 08:00:00,3.0,0.0,1506.0,11.0,1154.0,8,5.0
2016-01-19 09:00:00,3.0,0.0,2005.0,11.0,1506.0,9,5.0
2016-01-19 10:00:00,3.0,0.0,2273.0,11.8,2005.0,10,4.199999999999999
2016-01-19 11:00:00,3.0,0.0,1604.0,12.7,2273.0,11,3.3000000000000007
2016-01-19 12:00:00,3.0,0.0,2289.0,13.9,1604.0,12,2.0999999999999996
2016-01-19 13:00:00,3.0,0.0,2224.0,14.2,2289.0,13,1.8000000000000007
2016-01-19 14:00:00,3.0,0.0,2268.0,13.8,2224.0,14,2.1999999999999993
2016-01-19 15:00:00,3.0,0.0,2324.0,13.9,2268.0,15,2.0999999999999996
2016-01-19 16:00:00,3.0,0.0,2318.0,13.6,2324.0,16,2.4000000000000004
2016-01-19 17:00:00,3.0,0.0,2190.0,13.3,2318.0,17,2.6999999999999993
2016-01-19 18:00:00,3.0,0.0,1855.0,12.8,2190.0,18,3.1999999999999993
2016-01-19 19:00:00,3.0,0.0,1514.0,12.8,1855.0,19,3.1999999999999993
2016-01-19 20:00:00,3.0,0.0,1178.0,12.6,1514.0,20,3.4000000000000004
2016-01-19 21:00:00,3.0,0.0,994.0,12.6,1178.0,21,3.4000000000000004
2016-01-19 22:00:00,3.0,0.0,920.0,12.7,994.0,22,3.3000000000000007
2016-01-19 23:00:00,3.0,0.0,873.0,13.2,920.0,23,2.8000000000000007
2016-01-20 00:00:00,4.0,0.0,859.0,13.3,873.0,0,2.6999999999999993
2016-01-20 01:00:00,4.0,0.0,854.0,12.7,859.0,1,3.3000000000000007
2016-01-20 02:00:00,4.0,0.0,834.0,12.6,854.0,2,3.4000000000000004
2016-01-20 03:00:00,4.0,0.0,830.0,12.3,834.0,3,3.6999999999999993
2016-01-20 04:00:00,4.0,0.0,806.0,12.1,830.0,4,3.9000000000000004
2016-01-20 05:00:00,4.0,0.0,820.0,12.4,806.0,5,3.5999999999999996
2016-01-20 06:00:00,4.0,0.0,805.0,12.3,820.0,6,3.6999999999999993
2016-01-20 07:00:00,4.0,0.0,1124.0,11.9,805.0,7,4.1
2016-01-20 08:00:00,4.0,0.0,1504.0,12.4,1124.0,8,3.5999999999999996
2016-01-20 09:00:00,4.0,0.0,1945.0,13.6,1504.0,9,2.4000000000000004
2016-01-20 10:00:00,4.0,0.0,2206.0,14.1,1945.0,10,1.9000000000000004
2016-01-20 11:00:00,4.0,0.0,2305.0,15.1,2206.0,11,0.9000000000000004
2016-01-20 12:00:00,4.0,0.0,2216.0,15.3,2305.0,12,0.6999999999999993
2016-01-20 13:00:00,4.0,0.0,2147.0,14.8,2216.0,13,1.1999999999999993
2016-01-20 14:00:00,4.0,0.0,2129.0,14.8,2147.0,14,1.1999999999999993
2016-01-20 15:00:00,4.0,0.0,2216.0,14.6,2129.0,15,1.4000000000000004
2016-01-20 16:00:00,4.0,0.0,2283.0,14.4,2216.0,16,1.5999999999999996
2016-01-20 17:00:00,4.0,0.0,2089.0,14.5,2283.0,17,1.5
2016-01-20 18:00:00,4.0,0.0,1774.0,14.5,2089.0,18,1.5
2016-01-20 19:00:00,4.0,0.0,1417.0,14.3,1774.0,19,1.6999999999999993
2016-01-20 20:00:00,4.0,0.0,1182.0,14.0,1417.0,20,2.0
2016-01-20 21:00:00,4.0,0.0,1021.0,13.9,1182.0,21,2.0999999999999996
2016-01-20 22:00:00,4.0,0.0,995.0,13.5,1021.0,22,2.5
2016-01-20 23:00:00,4.0,0.0,928.0,13.2,995.0,23,2.8000000000000007
2016-01-21 00:00:00,5.0,0.0,893.0,13.3,928.0,0,2.6999999999999993
2016-01-21 01:00:00,5.0,0.0,878.0,13.3,893.0,1,2.6999999999999993
2016-01-21 02:00:00,5.0,0.0,868.0,13.5,878.0,2,2.5
2016-01-21 03:00:00,5.0,0.0,862.0,13.9,868.0,3,2.0999999999999996
2016-01-21 04:00:00,5.0,0.0,840.0,14.1,862.0,4,1.9000000000000004
2016-01-21 05:00:00,5.0,0.0,851.0,14.2,840.0,5,1.8000000000000007
2016-01-21 06:00:00,5.0,0.0,901.0,14.5,851.0,6,1.5
2016-01-21 07:00:00,5.0,0.0,1163.0,14.6,901.0,7,1.4000000000000004
2016-01-21 08:00:00,5.0,0.0,1574.0,14.7,1163.0,8,1.3000000000000007
2016-01-21 09:00:00,5.0,0.0,1991.0,14.6,1574.0,9,1.4000000000000004
2016-01-21 10:00:00,5.0,0.0,2333.0,14.6,1991.0,10,1.4000000000000004
2016-01-21 11:00:00,5.0,0.0,2336.0,14.7,2333.0,11,1.3000000000000007
2016-01-21 12:00:00,5.0,0.0,2313.0,14.8,2336.0,12,1.1999999999999993
2016-01-21 13:00:00,5.0,0.0,2236.0,15.2,2313.0,13,0.8000000000000007
2016-01-21 14:00:00,5.0,0.0,2308.0,14.7,2236.0,14,1.3000000000000007
2016-01-21 15:00:00,5.0,0.0,2336.0,13.9,2308.0,15,2.0999999999999996
2016-01-21 16:00:00,5.0,0.0,2298.0,14.0,2336.0,16,2.0
2016-01-21 17:00:00,5.0,0.0,2077.0,13.8,2298.0,17,2.1999999999999993
2016-01-21 18:00:00,5.0,0.0,1790.0,13.6,2077.0,18,2.4000000000000004
2016-01-21 19:00:00,5.0,0.0,1388.0,13.6,1790.0,19,2.4000000000000004
2016-01-21 20:00:00,5.0,0.0,830.0,13.5,1388.0,20,2.5
2016-01-21 21:00:00,5.0,0.0,1066.0,13.2,830.0,21,2.8000000000000007
2016-01-21 22:00:00,5.0,0.0,1037.0,12.9,1066.0,22,3.0999999999999996
2016-01-21 23:00:00,5.0,0.0,946.0,12.8,1037.0,23,3.1999999999999993
2016-01-22 00:00:00,6.0,0.0,914.0,12.8,946.0,0,3.1999999999999993
2016-01-22 01:00:00,6.0,0.0,904.0,12.8,914.0,1,3.1999999999999993
2016-01-22 02:00:00,6.0,0.0,896.0,13.0,904.0,2,3.0
2016-01-22 03:00:00,6.0,0.0,869.0,12.8,896.0,3,3.1999999999999993
2016-01-22 04:00:00,6.0,0.0,856.0,12.7,869.0,4,3.3000000000000007
2016-01-22 05:00:00,6.0,0.0,862.0,12.7,856.0,5,3.3000000000000007
2016-01-22 06:00:00,6.0,0.0,913.0,12.7,862.0,6,3.3000000000000007
2016-01-22 07:00:00,6.0,0.0,1161.0,12.5,913.0,7,3.5
2016-01-22 08:00:00,6.0,0.0,1526.0,12.5,1161.0,8,3.5
2016-01-22 09:00:00,6.0,0.0,1936.0,12.8,1526.0,9,3.1999999999999993
2016-01-22 10:00:00,6.0,0.0,2215.0,13.7,1936.0,10,2.3000000000000007
2016-01-22 11:00:00,6.0,0.0,2331.0,14.3,2215.0,11,1.6999999999999993
2016-01-22 12:00:00,6.0,0.0,2231.0,15.0,2331.0,12,1.0
2016-01-22 13:00:00,6.0,0.0,2179.0,15.9,2231.0,13,0.09999999999999964
2016-01-22 14:00:00,6.0,0.0,2269.0,15.6,2179.0,14,0.40000000000000036
2016-01-22 15:00:00,6.0,0.0,2291.0,15.5,2269.0,15,0.5
2016-01-22 16:00:00,6.0,0.0,2236.0,15.7,2291.0,16,0.3000000000000007
2016-01-22 17:00:00,6.0,0.0,1999.0,15.6,2236.0,17,0.40000000000000036
2016-01-22 18:00:00,6.0,0.0,1711.0,15.5,1999.0,18,0.5
2016-01-22 19:00:00,6.0,0.0,1397.0,15.3,1711.0,19,0.6999999999999993
2016-01-22 20:00:00,6.0,0.0,1144.0,14.8,1397.0,20,1.1999999999999993
2016-01-22 21:00:00,6.0,0.0,1006.0,14.6,1144.0,21,1.4000000000000004
2016-01-22 22:00:00,6.0,0.0,918.0,14.5,1006.0,22,1.5
2016-01-22 23:00:00,6.0,0.0,899.0,14.7,918.0,23,1.3000000000000007
2016-01-23 00:00:00,7.0,0.0,877.0,14.8,899.0,0,1.1999999999999993
2016-01-23 01:00:00,7.0,0.0,851.0,14.7,877.0,1,1.3000000000000007
2016-01-23 02:00:00,7.0,0.0,847.0,14.5,851.0,2,1.5
2016-01-23 03:00:00,7.0,0.0,831.0,14.4,847.0,3,1.5999999999999996
2016-01-23 04:00:00,7.0,0.0,823.0,14.2,831.0,4,1.8000000000000007
2016-01-23 05:00:00,7.0,0.0,805.0,13.8,823.0,5,2.1999999999999993
2016-01-23 06:00:00,7.0,0.0,794.0,13.6,805.0,6,2.4000000000000004
2016-01-23 07:00:00,7.0,0.0,828.0,13.3,794.0,7,2.6999999999999993
2016-01-23 08:00:00,7.0,0.0,889.0,13.1,828.0,8,2.9000000000000004
2016-01-23 09:00:00,7.0,0.0,890.0,13.2,889.0,9,2.8000000000000007
2016-01-23 10:00:00,7.0,0.0,908.0,13.7,890.0,10,2.3000000000000007
2016-01-23 11:00:00,7.0,0.0,926.0,14.2,908.0,11,1.8000000000000007
2016-01-23 12:00:00,7.0,0.0,938.0,15.7,926.0,12,0.3000000000000007
2016-01-23 13:00:00,7.0,0.0,929.0,17.1,938.0,13,0.0
2016-01-23 14:00:00,7.0,0.0,932.0,17.2,929.0,14,0.0
2016-01-23 15:00:00,7.0,0.0,937.0,18.3,932.0,15,0.0
2016-01-23 16:00:00,7.0,0.0,952.0,18.1,937.0,16,0.0
2016-01-23 17:00:00,7.0,0.0,975.0,17.3,952.0,17,0.0
2016-01-23 18:00:00,7.0,0.0,962.0,17.0,975.0,18,0.0
2016-01-23 19:00:00,7.0,0.0,906.0,16.5,962.0,19,0.0
2016-01-23 20:00:00,7.0,0.0,894.0,15.7,906.0,20,0.3000000000000007
2016-01-23 21:00:00,7.0,0.0,850.0,15.1,894.0,21,0.9000000000000004
2016-01-23 22:00:00,7.0,0.0,843.0,14.4,850.0,22,1.5999999999999996
2016-01-23 23:00:00,7.0,0.0,829.0,14.2,843.0,23,1.8000000000000007
2016-01-24 00:00:00,1.0,0.0,840.0,13.6,829.0,0,2.4000000000000004
2016-01-24 01:00:00,1.0,0.0,833.0,13.2,840.0,1,2.8000000000000007
2016-01-24 02:00:00,1.0,0.0,831.0,12.9,833.0,2,3.0999999999999996
2016-01-24 03:00:00,1.0,0.0,811.0,12.8,831.0,3,3.1999999999999993
2016-01-24 04:00:00,1.0,0.0,799.0,12.6,811.0,4,3.4000000000000004
2016-01-24 05:00:00,1.0,0.0,787.0,12.2,799.0,5,3.8000000000000007
2016-01-24 06:00:00,1.0,0.0,774.0,11.9,787.0,6,4.1
2016-01-24 07:00:00,1.0,0.0,772.0,11.8,774.0,7,4.199999999999999
2016-01-24 08:00:00,1.0,0.0,769.0,12.1,772.0,8,3.9000000000000004
2016-01-24 09:00:00,1.0,0.0,774.0,12.8,769.0,9,3.1999999999999993
2016-01-24 10:00:00,1.0,0.0,786.0,13.6,774.0,10,2.4000000000000004
2016-01-24 11:00:00,1.0,0.0,790.0,14.9,786.0,11,1.0999999999999996
2016-01-24 12:00:00,1.0,0.0,791.0,16.4,790.0,12,0.0
2016-01-24 13:00:00,1.0,0.0,801.0,18.7,791.0,13,0.0
2016-01-24 14:00:00,1.0,0.0,815.0,19.6,801.0,14,0.0
2016-01-24 15:00:00,1.0,0.0,832.0,19.6,815.0,15,0.0
2016-01-24 16:00:00,1.0,0.0,838.0,19.2,832.0,16,0.0
2016-01-24 17:00:00,1.0,0.0,868.0,18.3,838.0,17,0.0
2016-01-24 18:00:00,1.0,0.0,866.0,17.8,868.0,18,0.0
2016-01-24 19:00:00,1.0,0.0,840.0,17.4,866.0,19,0.0
2016-01-24 20:00:00,1.0,0.0,832.0,16.7,840.0,20,0.0
2016-01-24 21:00:00,1.0,0.0,828.0,16.3,832.0,21,0.0
2016-01-24 22:00:00,1.0,0.0,844.0,16.5,828.0,22,0.0
2016-01-24 23:00:00,1.0,0.0,827.0,16.4,844.0,23,0.0
2016-01-25 00:00:00,2.0,0.0,832.0,16.1,827.0,0,0.0
2016-01-25 01:00:00,2.0,0.0,828.0,15.9,832.0,1,0.09999999999999964
2016-01-25 02:00:00,2.0,0.0,814.0,15.8,828.0,2,0.1999999999999993
2016-01-25 03:00:00,2.0,0.0,808.0,15.6,814.0,3,0.40000000000000036
2016-01-25 04:00:00,2.0,0.0,793.0,15.6,808.0,4,0.40000000000000036
2016-01-25 05:00:00,2.0,0.0,799.0,15.5,793.0,5,0.5
2016-01-25 06:00:00,2.0,0.0,845.0,15.1,799.0,6,0.9000000000000004
2016-01-25 07:00:00,2.0,0.0,1104.0,15.0,845.0,7,1.0
2016-01-25 08:00:00,2.0,0.0,1548.0,12.1,1104.0,8,3.9000000000000004
2016-01-25 09:00:00,2.0,0.0,1958.0,12.4,1548.0,9,3.5999999999999996
2016-01-25 10:00:00,2.0,0.0,2214.0,12.6,1958.0,10,3.4000000000000004
2016-01-25 11:00:00,2.0,0.0,2366.0,12.6,2214.0,11,3.4000000000000004
2016-01-25 12:00:00,2.0,0.0,2361.0,12.3,2366.0,12,3.6999999999999993
2016-01-25 13:00:00,2.0,0.0,2248.0,12.5,2361.0,13,3.5
2016-01-25 14:00:00,2.0,0.0,2302.0,13.6,2248.0,14,2.4000000000000004
2016-01-25 15:00:00,2.0,0.0,2321.0,13.7,2302.0,15,2.3000000000000007
2016-01-25 16:00:00,2.0,0.0,2203.0,13.9,2321.0,16,2.0999999999999996
2016-01-25 17:00:00,2.0,0.0,2092.0,13.2,2203.0,17,2.8000000000000007
2016-01-25 18:00:00,2.0,0.0,1522.0,12.6,2092.0,18,3.4000000000000004
2016-01-25 19:00:00,2.0,0.0,1505.0,12.5,1522.0,19,3.5
2016-01-25 20:00:00,2.0,0.0,1195.0,12.2,1505.0,20,3.8000000000000007
2016-01-25 21:00:00,2.0,0.0,1013.0,11.8,1195.0,21,4.199999999999999
2016-01-25 22:00:00,2.0,0.0,962.0,11.8,1013.0,22,4.199999999999999
2016-01-25 23:00:00,2.0,0.0,901.0,11.5,962.0,23,4.5
2016-01-26 00:00:00,3.0,0.0,886.0,11.5,901.0,0,4.5
2016-01-26 01:00:00,3.0,0.0,857.0,11.5,886.0,1,4.5
2016-01-26 02:00:00,3.0,0.0,841.0,11.2,857.0,2,4.800000000000001
2016-01-26 03:00:00,3.0,0.0,831.0,10.9,841.0,3,5.1
2016-01-26 04:00:00,3.0,0.0,829.0,10.9,831.0,4,5.1
2016-01-26 05:00:00,3.0,0.0,842.0,10.5,829.0,5,5.5
2016-01-26 06:00:00,3.0,0.0,861.0,10.8,842.0,6,5.199999999999999
2016-01-26 07:00:00,3.0,0.0,1131.0,10.7,861.0,7,5.300000000000001
2016-01-26 08:00:00,3.0,0.0,1495.0,11.5,1131.0,8,4.5
2016-01-26 09:00:00,3.0,0.0,1918.0,12.5,1495.0,9,3.5
2016-01-26 10:00:00,3.0,0.0,2127.0,13.4,1918.0,10,2.5999999999999996
2016-01-26 11:00:00,3.0,0.0,2291.0,13.7,2127.0,11,2.3000000000000007
2016-01-26 12:00:00,3.0,0.0,2237.0,14.5,2291.0,12,1.5
2016-01-26 13:00:00,3.0,0.0,2173.0,14.5,2237.0,13,1.5
2016-01-26 14:00:00,3.0,0.0,2147.0,15.1,2173.0,14,0.9000000000000004
2016-01-26 15:00:00,3.0,0.0,2183.0,15.5,2147.0,15,0.5
2016-01-26 16:00:00,3.0,0.0,2198.0,14.8,2183.0,16,1.1999999999999993
2016-01-26 17:00:00,3.0,0.0,2033.0,13.4,2198.0,17,2.5999999999999996
2016-01-26 18:00:00,3.0,0.0,1802.0,12.5,2033.0,18,3.5
2016-01-26 19:00:00,3.0,0.0,1462.0,12.0,1802.0,19,4.0
2016-01-26 20:00:00,3.0,0.0,896.0,11.7,1462.0,20,4.300000000000001
2016-01-26 21:00:00,3.0,0.0,983.0,11.5,896.0,21,4.5
2016-01-26 22:00:00,3.0,0.0,912.0,11.3,983.0,22,4.699999999999999
2016-01-26 23:00:00,3.0,0.0,889.0,11.1,912.0,23,4.9
2016-01-27 00:00:00,4.0,0.0,870.0,11.1,889.0,0,4.9
2016-01-27 01:00:00,4.0,0.0,865.0,11.0,870.0,1,5.0
2016-01-27 02:00:00,4.0,0.0,831.0,10.6,865.0,2,5.4
2016-01-27 03:00:00,4.0,0.0,821.0,10.3,831.0,3,5.699999999999999
2016-01-27 04:00:00,4.0,0.0,808.0,10.7,821.0,4,5.300000000000001
2016-01-27 05:00:00,4.0,0.0,823.0,10.8,808.0,5,5.199999999999999
2016-01-27 06:00:00,4.0,0.0,852.0,10.0,823.0,6,6.0
2016-01-27 07:00:00,4.0,0.0,1130.0,9.5,852.0,7,6.5
2016-01-27 08:00:00,4.0,0.0,1551.0,9.5,1130.0,8,6.5
2016-01-27 09:00:00,4.0,0.0,1923.0,10.4,1551.0,9,5.6
2016-01-27 10:00:00,4.0,0.0,2153.0,12.8,1923.0,10,3.1999999999999993
2016-01-27 11:00:00,4.0,0.0,2236.0,14.4,2153.0,11,1.5999999999999996
2016-01-27 12:00:00,4.0,0.0,2169.0,14.1,2236.0,12,1.9000000000000004
2016-01-27 13:00:00,4.0,0.0,2114.0,13.8,2169.0,13,2.1999999999999993
2016-01-27 14:00:00,4.0,0.0,2146.0,13.5,2114.0,14,2.5
2016-01-27 15:00:00,4.0,0.0,2188.0,13.9,2146.0,15,2.0999999999999996
2016-01-27 16:00:00,4.0,0.0,2180.0,13.3,2188.0,16,2.6999999999999993
2016-01-27 17:00:00,4.0,0.0,2033.0,13.0,2180.0,17,3.0
2016-01-27 18:00:00,4.0,0.0,1774.0,12.8,2033.0,18,3.1999999999999993
2016-01-27 19:00:00,4.0,0.0,1477.0,12.6,1774.0,19,3.4000000000000004
2016-01-27 20:00:00,4.0,0.0,1213.0,12.4,1477.0,20,3.5999999999999996
2016-01-27 21:00:00,4.0,0.0,1052.0,12.4,1213.0,21,3.5999999999999996
2016-01-27 22:00:00,4.0,0.0,967.0,12.3,1052.0,22,3.6999999999999993
2016-01-27 23:00:00,4.0,0.0,910.0,12.3,967.0,23,3.6999999999999993
2016-01-28 00:00:00,5.0,0.0,889.0,12.2,910.0,0,3.8000000000000007
2016-01-28 01:00:00,5.0,0.0,856.0,12.2,889.0,1,3.8000000000000007
2016-01-28 02:00:00,5.0,0.0,852.0,12.3,856.0,2,3.6999999999999993
2016-01-28 03:00:00,5.0,0.0,834.0,12.2,852.0,3,3.8000000000000007
2016-01-28 04:00:00,5.0,0.0,829.0,12.3,834.0,4,3.6999999999999993
2016-01-28 05:00:00,5.0,0.0,821.0,12.1,829.0,5,3.9000000000000004
2016-01-28 06:00:00,5.0,0.0,872.0,12.0,821.0,6,4.0
2016-01-28 07:00:00,5.0,0.0,1160.0,11.3,872.0,7,4.699999999999999
2016-01-28 08:00:00,5.0,0.0,1560.0,11.5,1160.0,8,4.5
2016-01-28 09:00:00,5.0,0.0,1955.0,11.8,1560.0,9,4.199999999999999
2016-01-28 10:00:00,5.0,0.0,2176.0,13.4,1955.0,10,2.5999999999999996
2016-01-28 11:00:00,5.0,0.0,2246.0,14.3,2176.0,11,1.6999999999999993
2016-01-28 12:00:00,5.0,0.0,2221.0,13.6,2246.0,12,2.4000000000000004
2016-01-28 13:00:00,5.0,0.0,2114.0,14.0,2221.0,13,2.0
2016-01-28 14:00:00,5.0,0.0,2179.0,13.8,2114.0,14,2.1999999999999993
2016-01-28 15:00:00,5.0,0.0,2187.0,14.0,2179.0,15,2.0
2016-01-28 16:00:00,5.0,0.0,2236.0,13.6,2187.0,16,2.4000000000000004
2016-01-28 17:00:00,5.0,0.0,2029.0,12.6,2236.0,17,3.4000000000000004
2016-01-28 18:00:00,5.0,0.0,1764.0,12.1,2029.0,18,3.9000000000000004
2016-01-28 19:00:00,5.0,0.0,1409.0,11.9,1764.0,19,4.1
2016-01-28 20:00:00,5.0,0.0,1124.0,11.7,1409.0,20,4.300000000000001
2016-01-28 21:00:00,5.0,0.0,976.0,11.7,1124.0,21,4.300000000000001
2016-01-28 22:00:00,5.0,0.0,911.0,11.6,976.0,22,4.4
2016-01-28 23:00:00,5.0,0.0,861.0,11.6,911.0,23,4.4
2016-01-29 00:00:00,6.0,0.0,816.0,11.4,861.0,0,4.6
2016-01-29 01:00:00,6.0,0.0,818.0,11.3,816.0,1,4.699999999999999
